Sample1	7774
Sample2	10361
Sample3	3734
Sample4	6990
Sample5	5697
Sample6	6466
Sample7	5858
Sample8	4577
Sample9	1826
Sample10	2961
Sample11	2076
Sample12	2283
Sample13	1629
Sample14	3564
Sample15	4859
Sample16	5347
